"frequency"
"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Glycerophosphoglycerols; Lysophosphatidylglycerols"	45
"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Glycerophosphoinositols; Lysophosphatidylinositols"	64
"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Glycerophosphoinositols; Phosphatidylinositols"	14
"Organic compounds; Lipids and lipid-like molecules; Prenol lipids"	14
"Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Diterpenoids"	161
"Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Sesquiterpenoids; Trichothecenes"	25
"Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Terpene glycosides"	2324
"Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Terpene glycosides; Diterpene glycosides"	25
"Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Terpene glycosides; Iridoid O-glycosides"	232
"Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Triterpenoids"	229
"Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Triterpenoids; Limonoids"	585
"Organic compounds; Lipids and lipid-like molecules; Saccharolipids"	47
"Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives"	69
"Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Bile acids, alcohols and derivatives; Hydroxy bile acids, alcohols and derivatives"	63
"Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Bile acids, alcohols and derivatives; Taurinated bile acids and derivatives"	13
"Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Hydroxysteroids; 3-hydroxysteroids"	28
"Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Pregnane steroids; Gluco/mineralocorticoids, progestogins and derivatives"	112
"Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Steroid esters"	29
"Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Steroid lactones"	40
"Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Steroid lactones; Cardenolides and derivatives"	96
"Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Steroidal glycosides"	22
"Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Steroidal glycosides; Steroidal saponins"	6
"Organic compounds; Nucleosides, nucleotides, and analogues; 5-5-dinucleotides"	294
"Organic compounds; Nucleosides, nucleotides, and analogues; 5-deoxyribonucleosides; 5-deoxy-5-thionucleosides"	129
"Organic compounds; Nucleosides, nucleotides, and analogues; Purine nucleosides"	458
"Organic compounds; Nucleosides, nucleotides, and analogues; Purine nucleotides"	326
"Organic compounds; Nucleosides, nucleotides, and analogues; Purine nucleotides; Cyclic purine nucleotides; 3,5-cyclic purine nucleotides"	116
"Organic compounds; Nucleosides, nucleotides, and analogues; Purine nucleotides; Purine nucleotide sugars"	32
